,Unnamed: 0,Participant,Block,Sequence,Sub_Sequence,Trial,Target_Type,Target_Name,Start_Time,End_Time,First_Reaction_Time,Mode_In_Time,Mode_Out_Time,Execution_Time,Reference_Action_Count,Incorrect_Action_Count,Error,IV_Surface,IV_Orientation,IV_Form,IV_Hand,Reference_Task
725,725,participant_50,0,0,2,5,posture,Left_Close_0_Beside,1568139712178,1568139713619,1568139713619,1477,2389,3866,29,0,False,Beside,180,Close,Left,click
729,729,participant_50,0,0,4,9,posture,Left_Close_90_Below,1568139724307,1568139725523,1568139725523,2748,2086,4834,19,0,False,Below,90,Close,Left,word
731,731,participant_50,0,0,5,11,posture,Left_Close_90_Beside,1568139727642,1568139729020,1568139729020,1411,1522,2933,19,0,False,Beside,90,Close,Left,click
733,733,participant_50,0,0,6,13,posture,Left_Close_180_On,1568139732011,1568139733621,1568139733621,3079,1957,5036,22,12,False,On,0,Close,Left,word
735,735,participant_50,0,0,7,15,posture,Left_Close_180_Below,1568139735610,1568139736987,1568139736987,1409,3621,5030,20,6,False,Below,0,Close,Left,click
737,737,participant_50,0,0,8,17,posture,Left_Close_180_Beside,1568139740646,1568139742254,1568139742254,1646,1492,3138,18,21,False,Beside,0,Close,Left,click
739,739,participant_50,0,0,9,19,posture,Left_Open_0_On,1568139745375,1568139746759,1568139746759,3013,1588,4601,25,5,False,On,180,Open,Left,word
741,741,participant_50,0,0,10,21,posture,Left_Open_0_Below,1568139750210,1568139751586,1568139751586,3239,2026,5265,25,6,False,Below,180,Open,Left,word
743,743,participant_50,0,0,11,23,posture,Left_Open_0_Beside,1568139753645,1568139754887,1568139754887,1275,1225,2500,23,0,False,Beside,180,Open,Left,click
745,745,participant_50,0,0,12,25,posture,Left_Open_90_On,1568139757544,1568139759121,1568139759121,3009,1989,4998,18,4,False,On,90,Open,Left,word
747,747,participant_50,0,0,13,27,posture,Left_Open_90_Below,1568139761146,1568139762321,1568139762321,1211,1456,2667,21,4,False,Below,90,Open,Left,click
749,749,participant_50,0,0,14,29,posture,Left_Open_90_Beside,1568139765209,1568139766522,1568139766522,2745,1921,4666,23,4,False,Beside,90,Open,Left,word
751,751,participant_50,0,0,15,31,posture,Left_Open_180_On,1568139768477,1568139769991,1568139769991,1548,1289,2837,15,18,False,On,0,Open,Left,click
753,753,participant_50,0,0,16,33,posture,Left_Open_180_Below,1568139772446,1568139773921,1568139773921,2641,1390,4031,26,2,False,Below,0,Open,Left,word
755,755,participant_50,0,0,17,35,posture,Left_Open_180_Beside,1568139776643,1568139778054,1568139778054,2743,2394,5137,14,18,False,Beside,0,Open,Left,word
757,757,participant_50,0,0,18,37,posture,Right_Close_0_On,1568139780481,1568139782290,1568139782290,1842,1987,3829,29,0,False,On,180,Close,Right,click
759,759,participant_50,0,0,19,39,posture,Right_Close_0_Below,1568139784312,1568139784791,1568139784791,514,2157,2671,20,0,False,Below,180,Close,Right,click
761,761,participant_50,0,0,20,41,posture,Right_Close_0_Beside,1568139788715,1568139790325,1568139790325,3377,1923,5300,24,3,False,Beside,180,Close,Right,word
763,763,participant_50,0,0,21,43,posture,Right_Close_90_On,1568139792279,1568139793592,1568139793592,1344,1418,2762,28,0,False,On,90,Close,Right,click
765,765,participant_50,0,0,22,45,posture,Right_Close_90_Below,1568139796481,1568139798889,1568139798889,3879,1860,5739,17,11,False,Below,90,Close,Right,word
767,767,participant_50,0,0,23,47,posture,Right_Close_90_Beside,1568139800776,1568139802130,1568139802130,1381,1985,3366,23,4,False,Beside,90,Close,Right,click
769,769,participant_50,0,0,24,49,posture,Right_Close_180_On,1568139804148,1568139805797,1568139805797,1682,1982,3664,24,4,False,On,0,Close,Right,click
771,771,participant_50,0,0,25,51,posture,Right_Close_180_Below,1568139807811,1568139810826,1568139810826,3047,2289,5336,29,20,False,Below,0,Close,Right,click
773,773,participant_50,0,0,26,53,posture,Right_Close_180_Beside,1568139814280,1568139815824,1568139815824,2709,1990,4699,15,20,False,Beside,0,Close,Right,word
775,775,participant_50,0,0,27,55,posture,Right_Open_0_On,1568139817845,1568139819725,1568139819725,1911,1355,3266,28,0,False,On,180,Open,Right,click
777,777,participant_50,0,0,28,57,posture,Right_Open_0_Below,1568139822610,1568139824692,1568139824692,3612,1455,5067,25,8,False,Below,180,Open,Right,word
779,779,participant_50,0,0,29,59,posture,Right_Open_0_Beside,1568139827512,1568139829024,1568139829024,2877,1957,4834,20,4,False,Beside,180,Open,Right,word
781,781,participant_50,0,0,30,61,posture,Right_Open_90_On,1568139831013,1568139832624,1568139832624,1643,1555,3198,23,4,False,On,90,Open,Right,click
783,783,participant_50,0,0,31,63,posture,Right_Open_90_Below,1568139835549,1568139835990,1568139835990,1811,2227,4038,10,4,False,Below,90,Open,Right,word
785,785,participant_50,0,0,32,65,posture,Right_Open_90_Beside,1568139839679,1568139840822,1568139840822,2605,1825,4430,27,4,False,Beside,90,Open,Right,word
787,787,participant_50,0,0,33,67,posture,Right_Open_180_On,1568139842681,1568139844192,1568139844192,1545,1422,2967,24,8,False,On,0,Open,Right,click
789,789,participant_50,0,0,34,69,posture,Right_Open_180_Below,1568139846845,1568139848362,1568139848362,2748,1818,4566,26,6,False,Below,0,Open,Right,word
791,791,participant_50,0,0,35,71,posture,Right_Open_180_Beside,1568139850212,1568139851723,1568139851723,1543,0,1543,27,4,False,Beside,0,Open,Right,click
865,865,participant_50,1,2,0,145,posture,Left_Close_0_On,1568140067254,1568140068700,1568140068700,1480,1319,2799,27,0,False,On,180,Close,Left,click
867,867,participant_50,1,2,1,147,posture,Left_Close_0_Below,1568140071186,1568140072566,1568140072566,2547,1857,4404,24,0,False,Below,180,Close,Left,word
869,869,participant_50,1,2,2,149,posture,Left_Close_0_Beside,1568140074456,1568140076332,1568140076332,1909,1388,3297,28,0,False,Beside,180,Close,Left,click
871,871,participant_50,1,2,3,151,posture,Left_Close_90_On,1568140079319,1568140080833,1568140080833,3113,1256,4369,21,0,False,On,90,Close,Left,word
873,873,participant_50,1,2,4,153,posture,Left_Close_90_Below,1568140082989,1568140084868,1568140084868,2779,1888,4667,24,0,False,Below,90,Close,Left,word
875,875,participant_50,1,2,5,155,posture,Left_Close_90_Beside,1568140086790,1568140088197,1568140088197,1441,1492,2933,9,0,False,Beside,90,Close,Left,click
877,877,participant_50,1,2,6,157,posture,Left_Close_180_On,1568140090820,1568140092366,1568140092366,2677,1821,4498,19,16,False,On,0,Close,Left,word
879,879,participant_50,1,2,7,159,posture,Left_Close_180_Below,1568140094221,1568140095467,1568140095467,1280,1491,2771,20,6,False,Below,0,Close,Left,click
881,881,participant_50,1,2,8,161,posture,Left_Close_180_Beside,1568140096989,1568140098165,1568140098165,1207,1258,2465,33,0,False,Beside,0,Close,Left,click
883,883,participant_50,1,2,9,163,posture,Left_Open_0_On,1568140100488,1568140101631,1568140101631,2208,1291,3499,29,0,False,On,180,Open,Left,word
885,885,participant_50,1,2,10,165,posture,Left_Open_0_Below,1568140104186,1568140105867,1568140105867,2945,1920,4865,28,3,False,Below,180,Open,Left,word
887,887,participant_50,1,2,11,167,posture,Left_Open_0_Beside,1568140107822,1568140109066,1568140109066,1279,1124,2403,23,0,False,Beside,180,Open,Left,click
889,889,participant_50,1,2,12,169,posture,Left_Open_90_On,1568140111191,1568140112498,1568140112498,2308,2059,4367,24,0,False,On,90,Open,Left,word
891,891,participant_50,1,2,13,171,posture,Left_Open_90_Below,1568140114588,1568140115504,1568140115504,947,1315,2262,29,0,False,Below,90,Open,Left,click
893,893,participant_50,1,2,14,173,posture,Left_Open_90_Beside,1568140117620,1568140118699,1568140118699,1880,1753,3633,23,4,False,Beside,90,Open,Left,word
895,895,participant_50,1,2,15,175,posture,Left_Open_180_On,1568140120487,1568140121631,1568140121631,1179,1187,2366,27,0,False,On,0,Open,Left,click
897,897,participant_50,1,2,16,177,posture,Left_Open_180_Below,1568140123754,1568140125195,1568140125195,2377,1356,3733,19,16,False,Below,0,Open,Left,word
899,899,participant_50,1,2,17,179,posture,Left_Open_180_Beside,1568140127487,1568140128828,1568140128828,2277,2091,4368,23,9,False,Beside,0,Open,Left,word
901,901,participant_50,1,2,18,181,posture,Right_Close_0_On,1568140130950,1568140132361,1568140132361,1442,1527,2969,31,0,False,On,180,Close,Right,click
903,903,participant_50,1,2,19,183,posture,Right_Close_0_Below,1568140133916,1568140135164,1568140135164,1276,1454,2730,29,0,False,Below,180,Close,Right,click
905,905,participant_50,1,2,20,185,posture,Right_Close_0_Beside,1568140137651,1568140139164,1568140139164,2546,1888,4434,20,8,False,Beside,180,Close,Right,word
907,907,participant_50,1,2,21,187,posture,Right_Close_90_On,1568140141086,1568140142393,1568140142393,1341,1427,2768,28,0,False,On,90,Close,Right,click
909,909,participant_50,1,2,22,189,posture,Right_Close_90_Below,1568140145486,1568140147561,1568140147561,3741,1289,5030,17,11,False,Below,90,Close,Right,word
911,911,participant_50,1,2,23,191,posture,Right_Close_90_Beside,1568140148883,1568140150229,1568140150229,1379,1390,2769,26,4,False,Beside,90,Close,Right,click
913,913,participant_50,1,2,24,193,posture,Right_Close_180_On,1568140151652,1568140152927,1568140152927,1308,1889,3197,24,4,False,On,0,Close,Right,click
915,915,participant_50,1,2,25,195,posture,Right_Close_180_Below,1568140154852,1568140155928,1568140155928,1112,1358,2470,28,0,False,Below,0,Close,Right,click
917,917,participant_50,1,2,26,197,posture,Right_Close_180_Beside,1568140158417,1568140159861,1568140159861,2575,1726,4301,20,11,False,Beside,0,Close,Right,word
919,919,participant_50,1,2,27,199,posture,Right_Open_0_On,1568140161618,1568140162930,1568140162930,1343,1522,2865,28,0,False,On,180,Open,Right,click
921,921,participant_50,1,2,28,201,posture,Right_Open_0_Below,1568140165585,1568140167263,1568140167263,2811,1255,4066,36,0,False,Below,180,Open,Right,word
923,923,participant_50,1,2,29,203,posture,Right_Open_0_Beside,1568140169451,1568140170595,1568140170595,2077,1492,3569,20,4,False,Beside,180,Open,Right,word
925,925,participant_50,1,2,30,205,posture,Right_Open_90_On,1568140172117,1568140174330,1568140174330,2243,1422,3665,23,4,False,On,90,Open,Right,click
927,927,participant_50,1,2,31,207,posture,Right_Open_90_Below,1568140176718,1568140177197,1568140177197,1445,1823,3268,9,8,False,Below,90,Open,Right,word
929,929,participant_50,1,2,32,209,posture,Right_Open_90_Beside,1568140180186,1568140181362,1568140181362,2342,1455,3797,27,4,False,Beside,90,Open,Right,word
931,931,participant_50,1,2,33,211,posture,Right_Open_180_On,1568140182849,1568140184066,1568140184066,1249,1184,2433,24,8,False,On,0,Open,Right,click
933,933,participant_50,1,2,34,213,posture,Right_Open_180_Below,1568140186188,1568140186630,1568140186630,1380,1891,3271,13,0,False,Below,0,Open,Right,word
935,935,participant_50,1,2,35,215,posture,Right_Open_180_Beside,1568140188549,1568140189761,1568140189761,1240,0,1240,27,4,False,Beside,0,Open,Right,click
1009,1009,participant_50,2,4,0,289,posture,Left_Close_0_On,1568140360592,1568140362668,1568140362668,2111,1224,3335,33,0,False,On,180,Close,Left,click
1011,1011,participant_50,2,4,1,291,posture,Left_Close_0_Below,1568140364990,1568140366200,1568140366200,2308,2358,4666,24,0,False,Below,180,Close,Left,word
1013,1013,participant_50,2,4,2,293,posture,Left_Close_0_Beside,1568140368589,1568140369672,1568140369672,1114,1318,2432,28,0,False,Beside,180,Close,Left,click
1015,1015,participant_50,2,4,3,295,posture,Left_Close_90_On,1568140372023,1568140373134,1568140373134,2144,1354,3498,24,4,False,On,90,Close,Left,word
1017,1017,participant_50,2,4,4,297,posture,Left_Close_90_Below,1568140375625,1568140376633,1568140376633,2145,1624,3769,23,6,False,Below,90,Close,Left,word
1019,1019,participant_50,2,4,5,299,posture,Left_Close_90_Beside,1568140378288,1568140379300,1568140379300,1043,1189,2232,8,0,False,Beside,90,Close,Left,click
1021,1021,participant_50,2,4,6,301,posture,Left_Close_180_On,1568140381389,1568140382732,1568140382732,2243,1524,3767,22,12,False,On,0,Close,Left,word
1023,1023,participant_50,2,4,7,303,posture,Left_Close_180_Below,1568140384290,1568140385172,1568140385172,916,1521,2437,19,9,False,Below,0,Close,Left,click
1025,1025,participant_50,2,4,8,305,posture,Left_Close_180_Beside,1568140386727,1568140387968,1568140387968,1275,1358,2633,34,0,False,Beside,0,Close,Left,click
1027,1027,participant_50,2,4,9,307,posture,Left_Open_0_On,1568140390626,1568140391866,1568140391866,2540,1291,3831,29,0,False,On,180,Open,Left,word
1029,1029,participant_50,2,4,10,309,posture,Left_Open_0_Below,1568140394192,1568140395501,1568140395501,2344,1824,4168,20,8,False,Below,180,Open,Left,word
1031,1031,participant_50,2,4,11,311,posture,Left_Open_0_Beside,1568140397355,1568140398700,1568140398700,1375,1355,2730,23,0,False,Beside,180,Open,Left,click
1033,1033,participant_50,2,4,12,313,posture,Left_Open_90_On,1568140401056,1568140402233,1568140402233,2178,1492,3670,21,2,False,On,90,Open,Left,word
1035,1035,participant_50,2,4,13,315,posture,Left_Open_90_Below,1568140403755,1568140404667,1568140404667,942,1326,2268,21,4,False,Below,90,Open,Left,click
1037,1037,participant_50,2,4,14,317,posture,Left_Open_90_Beside,1568140406859,1568140408033,1568140408033,2040,2094,4134,23,4,False,Beside,90,Open,Left,word
1039,1039,participant_50,2,4,15,319,posture,Left_Open_180_On,1568140410156,1568140411438,1568140411438,1311,1290,2601,27,0,False,On,0,Open,Left,click
1041,1041,participant_50,2,4,16,321,posture,Left_Open_180_Below,1568140413491,1568140414901,1568140414901,2173,1289,3462,23,10,False,Below,0,Open,Left,word
1043,1043,participant_50,2,4,17,323,posture,Left_Open_180_Beside,1568140417459,1568140418638,1568140418638,2448,2091,4539,23,9,False,Beside,0,Open,Left,word
1045,1045,participant_50,2,4,18,325,posture,Right_Close_0_On,1568140420756,1568140422500,1568140422500,1771,1428,3199,29,0,False,On,180,Close,Right,click
1047,1047,participant_50,2,4,19,327,posture,Right_Close_0_Below,1568140423956,1568140425206,1568140425206,1278,1384,2662,28,0,False,Below,180,Close,Right,click
1049,1049,participant_50,2,4,20,329,posture,Right_Close_0_Beside,1568140427689,1568140429502,1568140429502,2912,1925,4837,24,3,False,Beside,180,Close,Right,word
1051,1051,participant_50,2,4,21,331,posture,Right_Close_90_On,1568140431460,1568140432837,1568140432837,1410,1257,2667,30,0,False,On,90,Close,Right,click
1053,1053,participant_50,2,4,22,333,posture,Right_Close_90_Below,1568140434857,1568140436771,1568140436771,2677,1587,4264,24,7,False,Below,90,Close,Right,word
1055,1055,participant_50,2,4,23,335,posture,Right_Close_90_Beside,1568140438393,1568140439637,1568140439637,1279,1621,2900,23,4,False,Beside,90,Close,Right,click
1057,1057,participant_50,2,4,24,337,posture,Right_Close_180_On,1568140441294,1568140442669,1568140442669,1411,1926,3337,24,4,False,On,0,Close,Right,click
1059,1059,participant_50,2,4,25,339,posture,Right_Close_180_Below,1568140444627,1568140445771,1568140445771,1176,1419,2595,15,16,False,Below,0,Close,Right,click
1061,1061,participant_50,2,4,26,341,posture,Right_Close_180_Beside,1568140449157,1568140450604,1568140450604,3414,1756,5170,22,8,False,Beside,0,Close,Right,word
1063,1063,participant_50,2,4,27,343,posture,Right_Open_0_On,1568140452390,1568140455803,1568140455803,3443,1426,4869,28,0,False,On,180,Open,Right,click
1065,1065,participant_50,2,4,28,345,posture,Right_Open_0_Below,1568140458791,1568140460070,1568140460070,2841,1188,4029,34,0,False,Below,180,Open,Right,word
1067,1067,participant_50,2,4,29,347,posture,Right_Open_0_Beside,1568140462557,1568140463971,1568140463971,2713,1422,4135,19,12,False,Beside,180,Open,Right,word
1069,1069,participant_50,2,4,30,349,posture,Right_Open_90_On,1568140465424,1568140466773,1568140466773,1380,1422,2802,24,4,False,On,90,Open,Right,click
1071,1071,participant_50,2,4,31,351,posture,Right_Open_90_Below,1568140469929,1568140470272,1568140470272,2077,1420,3497,7,6,False,Below,90,Open,Right,word
1073,1073,participant_50,2,4,32,353,posture,Right_Open_90_Beside,1568140472696,1568140473740,1568140473740,2048,1756,3804,20,4,False,Beside,90,Open,Right,word
1075,1075,participant_50,2,4,33,355,posture,Right_Open_180_On,1568140475528,1568140476970,1568140476970,1474,1258,2732,24,3,False,On,0,Open,Right,click
1077,1077,participant_50,2,4,34,357,posture,Right_Open_180_Below,1568140479497,1568140481105,1568140481105,2877,1759,4636,16,14,False,Below,0,Open,Right,word
1079,1079,participant_50,2,4,35,359,posture,Right_Open_180_Beside,1568140482893,1568140484371,1568140484371,1507,0,1507,27,4,False,Beside,0,Open,Right,click
1153,1153,participant_50,3,6,0,433,posture,Left_Close_0_On,1568140662798,1568140664248,1568140664248,1481,1351,2832,26,4,False,On,180,Close,Left,click
1155,1155,participant_50,3,6,1,435,posture,Left_Close_0_Below,1568140666566,1568140667677,1568140667677,2078,1623,3701,31,0,False,Below,180,Close,Left,word
1157,1157,participant_50,3,6,2,437,posture,Left_Close_0_Beside,1568140669334,1568140670477,1568140670477,1177,1287,2464,28,0,False,Beside,180,Close,Left,click
1159,1159,participant_50,3,6,3,439,posture,Left_Close_90_On,1568140672733,1568140673979,1568140673979,2215,1154,3369,29,0,False,On,90,Close,Left,word
1161,1161,participant_50,3,6,4,441,posture,Left_Close_90_Below,1568140676234,1568140677279,1568140677279,2146,1721,3867,24,0,False,Below,90,Close,Left,word
1163,1163,participant_50,3,6,5,443,posture,Left_Close_90_Beside,1568140679034,1568140680347,1568140680347,1347,1253,2600,17,0,False,Beside,90,Close,Left,click
1165,1165,participant_50,3,6,6,445,posture,Left_Close_180_On,1568140683130,1568140684347,1568140684347,2747,1653,4400,18,10,False,On,0,Close,Left,word
1167,1167,participant_50,3,6,7,447,posture,Left_Close_180_Below,1568140686034,1568140687045,1568140687045,1045,1391,2436,16,14,False,Below,0,Close,Left,click
